t_s	port	src	kind	detail
8.761114550	2	3c:c0:c6:01:02:03	ADP	eid=3cc0c60102030000 gm=3cc0c6fffefe0210
8.809873313	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54797 li=-3 spid=3cc0c6fffefe02100001
8.810603914	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54797 li=-3 spid=3cc0c6fffefe02100001
8.929781610	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54798 li=-3 spid=3cc0c6fffefe02100001
8.930505804	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54798 li=-3 spid=3cc0c6fffefe02100001
9.000036727	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63847 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
9.059896188	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54799 li=-3 spid=3cc0c6fffefe02100001
9.060623173	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54799 li=-3 spid=3cc0c6fffefe02100001
9.179805093	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54800 li=-3 spid=3cc0c6fffefe02100001
9.180537287	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54800 li=-3 spid=3cc0c6fffefe02100001
9.249719409	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1412 li=0 spid=3cc0c6fffefe02100001
9.249730393	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1412 li=127 spid=020000fffe0000010001
9.249737953	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1412 li=127 spid=020000fffe0000010001
9.309845846	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54801 li=-3 spid=3cc0c6fffefe02100001
9.310582872	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54801 li=-3 spid=3cc0c6fffefe02100001
9.351343128	3	02:00:00:00:00:01	MSRP	
9.429771768	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54802 li=-3 spid=3cc0c6fffefe02100001
9.430508770	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54802 li=-3 spid=3cc0c6fffefe02100001
9.551346397	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1320 li=0 spid=020000fffe0000010001
9.552152687	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1320 li=127 spid=3cc0c6fffefe02100001
9.553140889	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1320 li=127 spid=3cc0c6fffefe02100001
9.569018415	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54803 li=-3 spid=3cc0c6fffefe02100001
9.569597008	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54803 li=-3 spid=3cc0c6fffefe02100001
9.599305238	2	3c:c0:c6:fe:02:11	MVRP	
9.679834451	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54804 li=-3 spid=3cc0c6fffefe02100001
9.680579029	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54804 li=-3 spid=3cc0c6fffefe02100001
9.809873029	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54805 li=-3 spid=3cc0c6fffefe02100001
9.810604806	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54805 li=-3 spid=3cc0c6fffefe02100001
9.929791527	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54806 li=-3 spid=3cc0c6fffefe02100001
9.930516913	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54806 li=-3 spid=3cc0c6fffefe02100001
9.939115597	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
10.000037652	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63848 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
10.059919897	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54807 li=-3 spid=3cc0c6fffefe02100001
10.060648515	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54807 li=-3 spid=3cc0c6fffefe02100001
10.179839620	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54808 li=-3 spid=3cc0c6fffefe02100001
10.180573413	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54808 li=-3 spid=3cc0c6fffefe02100001
10.249727728	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1413 li=0 spid=3cc0c6fffefe02100001
10.249738728	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1413 li=127 spid=020000fffe0000010001
10.249746288	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1413 li=127 spid=020000fffe0000010001
10.309835982	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54809 li=-3 spid=3cc0c6fffefe02100001
10.310576183	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54809 li=-3 spid=3cc0c6fffefe02100001
10.351345463	3	02:00:00:00:00:01	MSRP	
10.429784888	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54810 li=-3 spid=3cc0c6fffefe02100001
10.430519290	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54810 li=-3 spid=3cc0c6fffefe02100001
10.551348734	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1321 li=0 spid=020000fffe0000010001
10.552115216	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1321 li=127 spid=3cc0c6fffefe02100001
10.553099226	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1321 li=127 spid=3cc0c6fffefe02100001
10.569022928	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54811 li=-3 spid=3cc0c6fffefe02100001
10.569601745	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54811 li=-3 spid=3cc0c6fffefe02100001
10.599123151	2	3c:c0:c6:fe:02:11	MVRP	
10.679832181	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54812 li=-3 spid=3cc0c6fffefe02100001
10.680575575	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54812 li=-3 spid=3cc0c6fffefe02100001
10.809884551	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54813 li=-3 spid=3cc0c6fffefe02100001
10.810617929	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54813 li=-3 spid=3cc0c6fffefe02100001
10.929827657	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54814 li=-3 spid=3cc0c6fffefe02100001
10.930557651	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54814 li=-3 spid=3cc0c6fffefe02100001
10.941344324	3	02:00:00:00:00:01	MAAP	
11.000043390	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63849 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
11.059909627	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54815 li=-3 spid=3cc0c6fffefe02100001
11.060639813	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54815 li=-3 spid=3cc0c6fffefe02100001
11.179819525	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54816 li=-3 spid=3cc0c6fffefe02100001
11.180551911	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54816 li=-3 spid=3cc0c6fffefe02100001
11.239190977	2	3c:c0:c6:fe:02:11	MVRP	
11.249783058	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1414 li=0 spid=3cc0c6fffefe02100001
11.249794050	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1414 li=127 spid=020000fffe0000010001
11.249801610	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1414 li=127 spid=020000fffe0000010001
11.309842711	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54817 li=-3 spid=3cc0c6fffefe02100001
11.310578713	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54817 li=-3 spid=3cc0c6fffefe02100001
11.351347785	3	02:00:00:00:00:01	MSRP	
11.429818202	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54818 li=-3 spid=3cc0c6fffefe02100001
11.430556419	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54818 li=-3 spid=3cc0c6fffefe02100001
11.551351040	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1322 li=0 spid=020000fffe0000010001
11.552111121	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1322 li=127 spid=3cc0c6fffefe02100001
11.553102140	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1322 li=127 spid=3cc0c6fffefe02100001
11.569031249	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54819 li=-3 spid=3cc0c6fffefe02100001
11.569611067	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54819 li=-3 spid=3cc0c6fffefe02100001
11.599312888	2	3c:c0:c6:fe:02:11	MVRP	
11.679865494	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54820 li=-3 spid=3cc0c6fffefe02100001
11.680610072	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54820 li=-3 spid=3cc0c6fffefe02100001
11.809881672	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54821 li=-3 spid=3cc0c6fffefe02100001
11.810613874	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54821 li=-3 spid=3cc0c6fffefe02100001
11.929827954	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54822 li=-3 spid=3cc0c6fffefe02100001
11.930557972	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54822 li=-3 spid=3cc0c6fffefe02100001
11.939130040	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
12.000086911	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63850 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
12.059914756	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54823 li=-3 spid=3cc0c6fffefe02100001
12.060646566	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54823 li=-3 spid=3cc0c6fffefe02100001
12.179827846	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54824 li=-3 spid=3cc0c6fffefe02100001
12.180560656	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54824 li=-3 spid=3cc0c6fffefe02100001
12.249741179	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1415 li=0 spid=3cc0c6fffefe02100001
12.249752171	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1415 li=127 spid=020000fffe0000010001
12.249759731	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1415 li=127 spid=020000fffe0000010001
12.309869240	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54825 li=-3 spid=3cc0c6fffefe02100001
12.310607234	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54825 li=-3 spid=3cc0c6fffefe02100001
12.351350082	3	02:00:00:00:00:01	MSRP	
12.429824930	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54826 li=-3 spid=3cc0c6fffefe02100001
12.430563148	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54826 li=-3 spid=3cc0c6fffefe02100001
12.549643852	2	3c:c0:c6:fe:02:11	MSRP	
12.551351616	3	02:00:00:00:00:01	MSRP	
12.551353352	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1323 li=0 spid=020000fffe0000010001
12.552187066	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1323 li=127 spid=3cc0c6fffefe02100001
12.553176260	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1323 li=127 spid=3cc0c6fffefe02100001
12.569051578	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54827 li=-3 spid=3cc0c6fffefe02100001
12.569654403	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54827 li=-3 spid=3cc0c6fffefe02100001
12.599147617	2	3c:c0:c6:fe:02:11	MVRP	
12.679852222	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54828 li=-3 spid=3cc0c6fffefe02100001
12.680599424	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54828 li=-3 spid=3cc0c6fffefe02100001
12.809892976	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54829 li=-3 spid=3cc0c6fffefe02100001
12.810627386	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54829 li=-3 spid=3cc0c6fffefe02100001
12.895972859	2	68:05:ca:95:b2:ed	AECP	
12.896004659	3	02:00:00:00:00:01	AECP	
12.896173243	2	68:05:ca:95:b2:ed	AECP	
12.896200475	3	02:00:00:00:00:01	AECP	
12.929854107	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54830 li=-3 spid=3cc0c6fffefe02100001
12.930582108	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54830 li=-3 spid=3cc0c6fffefe02100001
13.000053832	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63851 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
13.059929261	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54831 li=-3 spid=3cc0c6fffefe02100001
13.060661486	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54831 li=-3 spid=3cc0c6fffefe02100001
13.179855183	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54832 li=-3 spid=3cc0c6fffefe02100001
13.180593400	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54832 li=-3 spid=3cc0c6fffefe02100001
13.249752515	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1416 li=0 spid=3cc0c6fffefe02100001
13.249763499	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1416 li=127 spid=020000fffe0000010001
13.249771059	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1416 li=127 spid=020000fffe0000010001
13.309857961	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54833 li=-3 spid=3cc0c6fffefe02100001
13.310592970	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54833 li=-3 spid=3cc0c6fffefe02100001
13.351352418	3	02:00:00:00:00:01	MSRP	
13.429801067	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54834 li=-3 spid=3cc0c6fffefe02100001
13.430534484	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54834 li=-3 spid=3cc0c6fffefe02100001
13.551355689	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1324 li=0 spid=020000fffe0000010001
13.552127587	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1324 li=127 spid=3cc0c6fffefe02100001
13.553115405	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1324 li=127 spid=3cc0c6fffefe02100001
13.569045506	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54835 li=-3 spid=3cc0c6fffefe02100001
13.569624332	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54835 li=-3 spid=3cc0c6fffefe02100001
13.599338954	2	3c:c0:c6:fe:02:11	MVRP	
13.679857351	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54836 li=-3 spid=3cc0c6fffefe02100001
13.680606769	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54836 li=-3 spid=3cc0c6fffefe02100001
13.809915129	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54837 li=-3 spid=3cc0c6fffefe02100001
13.810651139	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54837 li=-3 spid=3cc0c6fffefe02100001
13.860354672	3	02:00:00:00:00:01	ADP	eid=020000fffe000001 gm=3cc0c6fffefe0210
13.929859843	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54838 li=-3 spid=3cc0c6fffefe02100001
13.930583429	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54838 li=-3 spid=3cc0c6fffefe02100001
13.939150313	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
14.000083952	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63852 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
14.059946613	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54839 li=-3 spid=3cc0c6fffefe02100001
14.060676791	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54839 li=-3 spid=3cc0c6fffefe02100001
14.179841719	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54840 li=-3 spid=3cc0c6fffefe02100001
14.180576513	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54840 li=-3 spid=3cc0c6fffefe02100001
14.249830252	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1417 li=0 spid=3cc0c6fffefe02100001
14.249841252	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1417 li=127 spid=020000fffe0000010001
14.249848812	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1417 li=127 spid=020000fffe0000010001
14.309934705	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54841 li=-3 spid=3cc0c6fffefe02100001
14.310672691	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54841 li=-3 spid=3cc0c6fffefe02100001
14.351354746	3	02:00:00:00:00:01	MSRP	
14.429812595	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54842 li=-3 spid=3cc0c6fffefe02100001
14.430547613	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54842 li=-3 spid=3cc0c6fffefe02100001
14.551358017	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1325 li=0 spid=020000fffe0000010001
14.552127915	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1325 li=127 spid=3cc0c6fffefe02100001
14.553114517	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1325 li=127 spid=3cc0c6fffefe02100001
14.569053834	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54843 li=-3 spid=3cc0c6fffefe02100001
14.569631444	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54843 li=-3 spid=3cc0c6fffefe02100001
14.599154673	2	3c:c0:c6:fe:02:11	MVRP	
14.679890287	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54844 li=-3 spid=3cc0c6fffefe02100001
14.680636889	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54844 li=-3 spid=3cc0c6fffefe02100001
14.809912865	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54845 li=-3 spid=3cc0c6fffefe02100001
14.810649259	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54845 li=-3 spid=3cc0c6fffefe02100001
14.929825963	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54846 li=-3 spid=3cc0c6fffefe02100001
14.930554957	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54846 li=-3 spid=3cc0c6fffefe02100001
15.000091288	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63853 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
15.059937341	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54847 li=-3 spid=3cc0c6fffefe02100001
15.060664351	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54847 li=-3 spid=3cc0c6fffefe02100001
15.179848415	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54848 li=-3 spid=3cc0c6fffefe02100001
15.180582249	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54848 li=-3 spid=3cc0c6fffefe02100001
15.249765364	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1418 li=0 spid=3cc0c6fffefe02100001
15.249776348	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1418 li=127 spid=020000fffe0000010001
15.249783908	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1418 li=127 spid=020000fffe0000010001
15.309895417	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54849 li=-3 spid=3cc0c6fffefe02100001
15.310631419	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54849 li=-3 spid=3cc0c6fffefe02100001
15.351357090	3	02:00:00:00:00:01	MSRP	
15.429814523	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54850 li=-3 spid=3cc0c6fffefe02100001
15.430547941	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54850 li=-3 spid=3cc0c6fffefe02100001
15.551360361	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1326 li=0 spid=020000fffe0000010001
15.552123443	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1326 li=127 spid=3cc0c6fffefe02100001
15.553111645	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1326 li=127 spid=3cc0c6fffefe02100001
15.569063763	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54851 li=-3 spid=3cc0c6fffefe02100001
15.569642972	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54851 li=-3 spid=3cc0c6fffefe02100001
15.599358810	2	3c:c0:c6:fe:02:11	MVRP	
15.679871415	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54852 li=-3 spid=3cc0c6fffefe02100001
15.680616985	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54852 li=-3 spid=3cc0c6fffefe02100001
15.738124240	2	3c:c0:c6:01:02:03	ADP	eid=3cc0c60102030000 gm=3cc0c6fffefe0210
15.809910985	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54853 li=-3 spid=3cc0c6fffefe02100001
15.810643186	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54853 li=-3 spid=3cc0c6fffefe02100001
15.837355713	3	02:00:00:00:00:01	MAAP	
15.851627299	2	3c:c0:c6:01:02:03	MAAP	
15.929840074	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54854 li=-3 spid=3cc0c6fffefe02100001
15.930566100	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54854 li=-3 spid=3cc0c6fffefe02100001
15.939159960	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
16.000097023	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63854 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
16.059946276	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54855 li=-3 spid=3cc0c6fffefe02100001
16.060671461	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54855 li=-3 spid=3cc0c6fffefe02100001
16.179877957	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54856 li=-3 spid=3cc0c6fffefe02100001
16.180611375	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54856 li=-3 spid=3cc0c6fffefe02100001
16.249773681	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1419 li=0 spid=3cc0c6fffefe02100001
16.249784665	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1419 li=127 spid=020000fffe0000010001
16.249792225	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1419 li=127 spid=020000fffe0000010001
16.309882934	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54857 li=-3 spid=3cc0c6fffefe02100001
16.310621152	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54857 li=-3 spid=3cc0c6fffefe02100001
16.351359424	3	02:00:00:00:00:01	MSRP	
16.429825440	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54858 li=-3 spid=3cc0c6fffefe02100001
16.430563650	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54858 li=-3 spid=3cc0c6fffefe02100001
16.551362693	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1327 li=0 spid=020000fffe0000010001
16.552130743	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1327 li=127 spid=3cc0c6fffefe02100001
16.553118969	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1327 li=127 spid=3cc0c6fffefe02100001
16.569067895	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54859 li=-3 spid=3cc0c6fffefe02100001
16.569647096	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54859 li=-3 spid=3cc0c6fffefe02100001
16.599116309	2	3c:c0:c6:fe:02:11	MVRP	
16.679879123	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54860 li=-3 spid=3cc0c6fffefe02100001
16.680622525	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54860 li=-3 spid=3cc0c6fffefe02100001
16.809932100	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54861 li=-3 spid=3cc0c6fffefe02100001
16.810665902	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54861 li=-3 spid=3cc0c6fffefe02100001
16.929847406	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54862 li=-3 spid=3cc0c6fffefe02100001
16.930574800	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54862 li=-3 spid=3cc0c6fffefe02100001
16.939284468	2	3c:c0:c6:fe:02:10	ethertype 0x0800	
17.000103931	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63855 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
17.059974976	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54863 li=-3 spid=3cc0c6fffefe02100001
17.060707778	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54863 li=-3 spid=3cc0c6fffefe02100001
17.179864674	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54864 li=-3 spid=3cc0c6fffefe02100001
17.180596491	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54864 li=-3 spid=3cc0c6fffefe02100001
17.249780822	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1420 li=0 spid=3cc0c6fffefe02100001
17.249791822	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1420 li=127 spid=020000fffe0000010001
17.249799382	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1420 li=127 spid=020000fffe0000010001
17.309886259	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54865 li=-3 spid=3cc0c6fffefe02100001
17.310621277	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54865 li=-3 spid=3cc0c6fffefe02100001
17.351362116	3	02:00:00:00:00:01	MSRP	
17.351734765	2	3c:c0:c6:fe:02:11	MSRP	
17.429829757	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54866 li=-3 spid=3cc0c6fffefe02100001
17.430564767	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54866 li=-3 spid=3cc0c6fffefe02100001
17.449711924	2	3c:c0:c6:fe:02:11	MSRP	
17.551365018	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1328 li=0 spid=020000fffe0000010001
17.552160084	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1328 li=127 spid=3cc0c6fffefe02100001
17.553151103	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1328 li=127 spid=3cc0c6fffefe02100001
17.569079220	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54867 li=-3 spid=3cc0c6fffefe02100001
