t_s	port	src	kind	detail
86.569591791	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55419 li=-3 spid=3cc0c6fffefe02100001
86.570167800	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55419 li=-3 spid=3cc0c6fffefe02100001
86.599644406	2	3c:c0:c6:fe:02:11	MVRP	
86.680435411	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55420 li=-3 spid=3cc0c6fffefe02100001
86.681184213	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55420 li=-3 spid=3cc0c6fffefe02100001
86.810467205	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55421 li=-3 spid=3cc0c6fffefe02100001
86.811200999	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55421 li=-3 spid=3cc0c6fffefe02100001
86.930344488	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55422 li=-3 spid=3cc0c6fffefe02100001
86.931064081	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55422 li=-3 spid=3cc0c6fffefe02100001
87.000639229	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63925 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
87.060452666	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55423 li=-3 spid=3cc0c6fffefe02100001
87.061180676	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55423 li=-3 spid=3cc0c6fffefe02100001
87.180386181	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55424 li=-3 spid=3cc0c6fffefe02100001
87.181118983	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55424 li=-3 spid=3cc0c6fffefe02100001
87.250309682	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1490 li=0 spid=3cc0c6fffefe02100001
87.250320682	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1490 li=127 spid=020000fffe0000010001
87.250328242	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1490 li=127 spid=020000fffe0000010001
87.252496319	2	3c:c0:c6:01:02:03	ADP	eid=3cc0c60102030000 gm=3cc0c6fffefe0210
87.293521679	3	02:00:00:00:00:01	MAAP	
87.310442967	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55425 li=-3 spid=3cc0c6fffefe02100001
87.311182169	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55425 li=-3 spid=3cc0c6fffefe02100001
87.351524336	3	02:00:00:00:00:01	MSRP	
87.430358650	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55426 li=-3 spid=3cc0c6fffefe02100001
87.431094275	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55426 li=-3 spid=3cc0c6fffefe02100001
87.551527591	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1398 li=0 spid=020000fffe0000010001
87.552286769	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1398 li=127 spid=3cc0c6fffefe02100001
87.553275195	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1398 li=127 spid=3cc0c6fffefe02100001
87.569603282	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55427 li=-3 spid=3cc0c6fffefe02100001
87.570184091	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55427 li=-3 spid=3cc0c6fffefe02100001
87.599889529	2	3c:c0:c6:fe:02:11	MVRP	
87.680451351	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55428 li=-3 spid=3cc0c6fffefe02100001
87.681195361	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55428 li=-3 spid=3cc0c6fffefe02100001
87.810467913	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55429 li=-3 spid=3cc0c6fffefe02100001
87.811200723	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55429 li=-3 spid=3cc0c6fffefe02100001
87.894651367	2	68:05:ca:95:b2:ed	AECP	
87.894683183	3	02:00:00:00:00:01	AECP	
87.894851336	2	68:05:ca:95:b2:ed	AECP	
87.894879504	3	02:00:00:00:00:01	AECP	
87.930349619	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55430 li=-3 spid=3cc0c6fffefe02100001
87.931068021	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55430 li=-3 spid=3cc0c6fffefe02100001
87.939702105	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
88.000645345	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63926 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
88.060457798	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55431 li=-3 spid=3cc0c6fffefe02100001
88.061188999	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55431 li=-3 spid=3cc0c6fffefe02100001
88.180423304	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55432 li=-3 spid=3cc0c6fffefe02100001
88.181158322	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55432 li=-3 spid=3cc0c6fffefe02100001
88.250318013	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1491 li=0 spid=3cc0c6fffefe02100001
88.250329013	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1491 li=127 spid=020000fffe0000010001
88.250336573	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1491 li=127 spid=020000fffe0000010001
88.310423482	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55433 li=-3 spid=3cc0c6fffefe02100001
88.311158884	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55433 li=-3 spid=3cc0c6fffefe02100001
88.351526651	3	02:00:00:00:00:01	MSRP	
88.430366981	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55434 li=-3 spid=3cc0c6fffefe02100001
88.431102598	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55434 li=-3 spid=3cc0c6fffefe02100001
88.551529906	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1399 li=0 spid=020000fffe0000010001
88.552281308	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1399 li=127 spid=3cc0c6fffefe02100001
88.553270110	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1399 li=127 spid=3cc0c6fffefe02100001
88.569606237	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55435 li=-3 spid=3cc0c6fffefe02100001
88.570185438	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55435 li=-3 spid=3cc0c6fffefe02100001
88.599712859	2	3c:c0:c6:fe:02:11	MVRP	
88.680421665	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55436 li=-3 spid=3cc0c6fffefe02100001
88.681168867	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55436 li=-3 spid=3cc0c6fffefe02100001
88.810483859	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55437 li=-3 spid=3cc0c6fffefe02100001
88.811216629	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55437 li=-3 spid=3cc0c6fffefe02100001
88.930354357	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55438 li=-3 spid=3cc0c6fffefe02100001
88.931069951	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55438 li=-3 spid=3cc0c6fffefe02100001
89.000646282	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63927 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
89.060468326	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55439 li=-3 spid=3cc0c6fffefe02100001
89.061201136	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55439 li=-3 spid=3cc0c6fffefe02100001
89.180406608	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55440 li=-3 spid=3cc0c6fffefe02100001
89.181138834	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55440 li=-3 spid=3cc0c6fffefe02100001
89.250320956	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1492 li=0 spid=3cc0c6fffefe02100001
89.250331956	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1492 li=127 spid=020000fffe0000010001
89.250339516	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1492 li=127 spid=020000fffe0000010001
89.310426402	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55441 li=-3 spid=3cc0c6fffefe02100001
89.311163011	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55441 li=-3 spid=3cc0c6fffefe02100001
89.351528946	3	02:00:00:00:00:01	MSRP	
89.430374915	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55442 li=-3 spid=3cc0c6fffefe02100001
89.431110317	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55442 li=-3 spid=3cc0c6fffefe02100001
89.551532216	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1400 li=0 spid=020000fffe0000010001
89.552340826	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1400 li=127 spid=3cc0c6fffefe02100001
89.553329628	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1400 li=127 spid=3cc0c6fffefe02100001
89.569613562	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55443 li=-3 spid=3cc0c6fffefe02100001
89.570193148	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55443 li=-3 spid=3cc0c6fffefe02100001
89.599896577	2	3c:c0:c6:fe:02:11	MVRP	
89.680462591	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55444 li=-3 spid=3cc0c6fffefe02100001
89.681209792	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55444 li=-3 spid=3cc0c6fffefe02100001
89.810492553	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55445 li=-3 spid=3cc0c6fffefe02100001
89.811225970	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55445 li=-3 spid=3cc0c6fffefe02100001
89.930365267	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55446 li=-3 spid=3cc0c6fffefe02100001
89.931084661	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55446 li=-3 spid=3cc0c6fffefe02100001
89.939717113	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
90.000684000	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63928 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
90.060506437	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55447 li=-3 spid=3cc0c6fffefe02100001
90.061242439	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55447 li=-3 spid=3cc0c6fffefe02100001
90.180409544	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55448 li=-3 spid=3cc0c6fffefe02100001
90.181143345	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55448 li=-3 spid=3cc0c6fffefe02100001
90.250333076	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1493 li=0 spid=3cc0c6fffefe02100001
90.250344084	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1493 li=127 spid=020000fffe0000010001
90.250351644	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1493 li=127 spid=020000fffe0000010001
90.310456730	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55449 li=-3 spid=3cc0c6fffefe02100001
90.311193732	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55449 li=-3 spid=3cc0c6fffefe02100001
90.351531283	3	02:00:00:00:00:01	MSRP	
90.430378436	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55450 li=-3 spid=3cc0c6fffefe02100001
90.431117638	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55450 li=-3 spid=3cc0c6fffefe02100001
90.464529021	3	02:00:00:00:00:01	MAAP	
90.551534538	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1401 li=0 spid=020000fffe0000010001
90.552314940	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1401 li=127 spid=3cc0c6fffefe02100001
90.553302142	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1401 li=127 spid=3cc0c6fffefe02100001
90.569624476	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55451 li=-3 spid=3cc0c6fffefe02100001
90.570202686	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55451 li=-3 spid=3cc0c6fffefe02100001
90.599746491	2	3c:c0:c6:fe:02:11	MVRP	
90.680434105	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55452 li=-3 spid=3cc0c6fffefe02100001
90.681178691	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55452 li=-3 spid=3cc0c6fffefe02100001
90.810496076	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55453 li=-3 spid=3cc0c6fffefe02100001
90.811225301	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55453 li=-3 spid=3cc0c6fffefe02100001
90.930374198	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55454 li=-3 spid=3cc0c6fffefe02100001
90.931092983	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55454 li=-3 spid=3cc0c6fffefe02100001
91.000643715	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63929 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
91.060507368	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55455 li=-3 spid=3cc0c6fffefe02100001
91.061239562	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55455 li=-3 spid=3cc0c6fffefe02100001
91.180450858	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55456 li=-3 spid=3cc0c6fffefe02100001
91.181183668	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55456 li=-3 spid=3cc0c6fffefe02100001
91.239792494	2	3c:c0:c6:fe:02:11	MVRP	
91.250386167	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1494 li=0 spid=3cc0c6fffefe02100001
91.250397159	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1494 li=127 spid=020000fffe0000010001
91.250404719	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1494 li=127 spid=020000fffe0000010001
91.253534438	3	02:00:00:00:00:01	ADP	eid=020000fffe000001 gm=3cc0c6fffefe0210
91.310462844	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55457 li=-3 spid=3cc0c6fffefe02100001
91.311199462	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55457 li=-3 spid=3cc0c6fffefe02100001
91.351533597	3	02:00:00:00:00:01	MSRP	
91.430385543	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55458 li=-3 spid=3cc0c6fffefe02100001
91.431122152	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55458 li=-3 spid=3cc0c6fffefe02100001
91.551536852	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1402 li=0 spid=020000fffe0000010001
91.552326078	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1402 li=127 spid=3cc0c6fffefe02100001
91.553311072	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1402 li=127 spid=3cc0c6fffefe02100001
91.569639806	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55459 li=-3 spid=3cc0c6fffefe02100001
91.570231200	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55459 li=-3 spid=3cc0c6fffefe02100001
91.599916030	2	3c:c0:c6:fe:02:11	MVRP	
91.680446627	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55460 li=-3 spid=3cc0c6fffefe02100001
91.681193829	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55460 li=-3 spid=3cc0c6fffefe02100001
91.810509205	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55461 li=-3 spid=3cc0c6fffefe02100001
91.811242615	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55461 li=-3 spid=3cc0c6fffefe02100001
91.930377719	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55462 li=-3 spid=3cc0c6fffefe02100001
91.931096505	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55462 li=-3 spid=3cc0c6fffefe02100001
91.939851582	2	3c:c0:c6:fe:02:10	ethertype 0x0800	
91.940059390	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
92.000701413	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63930 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
92.060489290	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55463 li=-3 spid=3cc0c6fffefe02100001
92.061217875	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55463 li=-3 spid=3cc0c6fffefe02100001
92.180429172	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55464 li=-3 spid=3cc0c6fffefe02100001
92.181159189	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55464 li=-3 spid=3cc0c6fffefe02100001
92.250344512	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1495 li=0 spid=3cc0c6fffefe02100001
92.250355512	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1495 li=127 spid=020000fffe0000010001
92.250363072	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1495 li=127 spid=020000fffe0000010001
92.310451774	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55465 li=-3 spid=3cc0c6fffefe02100001
92.311187175	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55465 li=-3 spid=3cc0c6fffefe02100001
92.350279467	2	3c:c0:c6:fe:02:11	MSRP	
92.351537702	3	02:00:00:00:00:01	MSRP	
92.430395080	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55466 li=-3 spid=3cc0c6fffefe02100001
92.431133066	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55466 li=-3 spid=3cc0c6fffefe02100001
92.450309631	2	3c:c0:c6:fe:02:11	MSRP	
92.550251178	2	3c:c0:c6:fe:02:11	MSRP	
92.551539173	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1403 li=0 spid=020000fffe0000010001
92.552324183	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1403 li=127 spid=3cc0c6fffefe02100001
92.553308801	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1403 li=127 spid=3cc0c6fffefe02100001
92.569642720	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55467 li=-3 spid=3cc0c6fffefe02100001
92.570221921	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55467 li=-3 spid=3cc0c6fffefe02100001
92.599745150	2	3c:c0:c6:fe:02:11	MVRP	
92.680481148	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55468 li=-3 spid=3cc0c6fffefe02100001
92.681229350	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55468 li=-3 spid=3cc0c6fffefe02100001
92.810506926	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55469 li=-3 spid=3cc0c6fffefe02100001
92.811240312	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55469 li=-3 spid=3cc0c6fffefe02100001
92.894980973	2	68:05:ca:95:b2:ed	AECP	
92.895012853	3	02:00:00:00:00:01	AECP	
92.895164973	2	68:05:ca:95:b2:ed	AECP	
92.895192950	3	02:00:00:00:00:01	AECP	
92.930383216	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55470 li=-3 spid=3cc0c6fffefe02100001
92.931103226	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55470 li=-3 spid=3cc0c6fffefe02100001
93.000672550	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63931 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
93.060500994	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55471 li=-3 spid=3cc0c6fffefe02100001
93.061232812	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55471 li=-3 spid=3cc0c6fffefe02100001
93.070113681	2	3c:c0:c6:01:02:03	ADP	eid=3cc0c60102030000 gm=3cc0c6fffefe0210
93.180431309	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55472 li=-3 spid=3cc0c6fffefe02100001
93.181168302	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55472 li=-3 spid=3cc0c6fffefe02100001
93.250352633	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1496 li=0 spid=3cc0c6fffefe02100001
93.250363617	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1496 li=127 spid=020000fffe0000010001
93.250371177	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1496 li=127 spid=020000fffe0000010001
93.310481087	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55473 li=-3 spid=3cc0c6fffefe02100001
93.311214880	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55473 li=-3 spid=3cc0c6fffefe02100001
93.351538231	3	02:00:00:00:00:01	MSRP	
93.430401761	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55474 li=-3 spid=3cc0c6fffefe02100001
93.431138794	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55474 li=-3 spid=3cc0c6fffefe02100001
93.551541502	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1404 li=0 spid=020000fffe0000010001
93.552294103	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1404 li=127 spid=3cc0c6fffefe02100001
93.553279714	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1404 li=127 spid=3cc0c6fffefe02100001
93.569647832	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55475 li=-3 spid=3cc0c6fffefe02100001
93.570224410	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55475 li=-3 spid=3cc0c6fffefe02100001
93.599999872	2	3c:c0:c6:fe:02:11	MVRP	
93.644536400	3	02:00:00:00:00:01	MAAP	
93.680456477	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55476 li=-3 spid=3cc0c6fffefe02100001
93.681203071	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55476 li=-3 spid=3cc0c6fffefe02100001
93.810521647	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55477 li=-3 spid=3cc0c6fffefe02100001
93.811255441	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55477 li=-3 spid=3cc0c6fffefe02100001
93.930397937	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55478 li=-3 spid=3cc0c6fffefe02100001
93.931117939	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55478 li=-3 spid=3cc0c6fffefe02100001
93.939748823	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
94.000672446	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63932 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
94.060523715	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55479 li=-3 spid=3cc0c6fffefe02100001
94.061252325	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55479 li=-3 spid=3cc0c6fffefe02100001
94.180465829	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55480 li=-3 spid=3cc0c6fffefe02100001
94.181198639	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55480 li=-3 spid=3cc0c6fffefe02100001
94.250436754	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1497 li=0 spid=3cc0c6fffefe02100001
94.250447754	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1497 li=127 spid=020000fffe0000010001
94.250455306	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1497 li=127 spid=020000fffe0000010001
94.310535191	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55481 li=-3 spid=3cc0c6fffefe02100001
94.311271809	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55481 li=-3 spid=3cc0c6fffefe02100001
94.351540560	3	02:00:00:00:00:01	MSRP	
94.430405281	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55482 li=-3 spid=3cc0c6fffefe02100001
94.431139683	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55482 li=-3 spid=3cc0c6fffefe02100001
94.551543822	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1405 li=0 spid=020000fffe0000010001
94.552302416	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1405 li=127 spid=3cc0c6fffefe02100001
94.553289019	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1405 li=127 spid=3cc0c6fffefe02100001
94.569652337	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55483 li=-3 spid=3cc0c6fffefe02100001
94.570227930	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55483 li=-3 spid=3cc0c6fffefe02100001
94.599757368	2	3c:c0:c6:fe:02:11	MVRP	
94.680479574	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55484 li=-3 spid=3cc0c6fffefe02100001
94.681226360	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55484 li=-3 spid=3cc0c6fffefe02100001
94.810536360	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55485 li=-3 spid=3cc0c6fffefe02100001
94.811266953	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55485 li=-3 spid=3cc0c6fffefe02100001
94.930399850	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55486 li=-3 spid=3cc0c6fffefe02100001
94.931115667	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55486 li=-3 spid=3cc0c6fffefe02100001
95.000666367	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63933 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
95.060515036	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55487 li=-3 spid=3cc0c6fffefe02100001
95.061247238	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55487 li=-3 spid=3cc0c6fffefe02100001
95.180468134	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55488 li=-3 spid=3cc0c6fffefe02100001
95.181201544	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55488 li=-3 spid=3cc0c6fffefe02100001
95.250366642	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1498 li=0 spid=3cc0c6fffefe02100001
95.250377634	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1498 li=127 spid=020000fffe0000010001
95.250385194	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1498 li=127 spid=020000fffe0000010001
95.310474712	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55489 li=-3 spid=3cc0c6fffefe02100001
95.311212314	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55489 li=-3 spid=3cc0c6fffefe02100001
95.351542896	3	02:00:00:00:00:01	MSRP	
